id,totalprice,date_placed
15850,45.5,'2023-08-08 15:30:11.722163'
15855,52.0,'2023-08-08 18:30:11.722163'
15860,47.0,'2023-08-08 22:00:11.722163'
15870,48.0,'2023-08-08 18:30:11.722163'
15872,52.5,'2023-08-08 22:00:11.722163'
15891,47.5,'2023-08-08 13:30:11.722163'
15901,39.5,'2023-08-08 18:30:11.722163'
15909,37.0,'2023-08-09 20:00:11.722163'
15920,50.0,'2023-08-09 17:00:11.737788'
15921,42.5,'2023-08-09 22:00:11.737788'
15927,48.5,'2023-08-09 13:00:11.737788'
15931,40.0,'2023-08-09 16:30:11.737788'
15933,32.5,'2023-08-09 19:00:11.737788'
15939,42.0,'2023-08-09 18:30:11.737788'
15940,52.0,'2023-08-09 12:30:11.737788'
15943,40.0,'2023-08-09 22:00:11.737788'
15945,48.5,'2023-08-09 20:30:11.737788'
15956,40.0,'2023-08-09 22:00:11.737788'
15958,50.0,'2023-08-09 17:30:11.737788'
15964,49.0,'2023-08-10 12:30:11.737788'
15966,54.5,'2023-08-10 20:00:11.737788'
15976,34.5,'2023-08-10 19:00:11.737788'
15980,35.5,'2023-08-10 16:30:11.737788'
15981,50.5,'2023-08-10 18:00:11.737788'
15984,43.0,'2023-08-10 12:30:11.737788'
15987,39.5,'2023-08-10 21:30:11.737788'
15990,45.0,'2023-08-10 16:30:11.737788'
15993,43.0,'2023-08-10 14:30:11.737788'
15994,39.5,'2023-08-10 19:30:11.737788'
16003,42.5,'2023-08-10 13:30:11.737788'
16004,34.5,'2023-08-10 19:30:11.737788'
16006,49.5,'2023-08-10 18:30:11.737788'
16007,38.0,'2023-08-10 14:30:11.737788'
16012,34.5,'2023-08-10 16:30:11.737788'
16020,51.0,'2023-08-10 12:30:11.737788'
16021,42.5,'2023-08-10 19:30:11.737788'
16022,50.0,'2023-08-10 13:30:11.737788'
16023,38.0,'2023-08-10 13:00:11.737788'
16024,47.0,'2023-08-11 19:00:11.737788'
16027,53.0,'2023-08-11 19:30:11.737788'
16040,38.0,'2023-08-11 14:30:11.737788'
16041,49.0,'2023-08-11 20:00:11.737788'
16043,38.0,'2023-08-11 15:00:11.737788'
16044,46.5,'2023-08-11 15:30:11.737788'
16049,47.0,'2023-08-11 12:30:11.737788'
16052,40.0,'2023-08-11 17:00:11.737788'
16054,37.0,'2023-08-11 15:00:11.737788'
16064,40.5,'2023-08-11 14:30:11.737788'
16070,37.0,'2023-08-11 19:30:11.737788'
16085,49.0,'2023-08-11 14:30:11.737788'
16086,53.5,'2023-08-11 13:30:11.737788'
16098,64.5,'2023-08-12 12:00:11.737788'
16099,47.5,'2023-08-12 17:30:11.737788'
16106,47.5,'2023-08-12 18:30:11.737788'
16110,64.5,'2023-08-12 19:00:11.737788'
16112,44.0,'2023-08-12 13:00:11.737788'
16117,47.5,'2023-08-12 17:00:11.737788'
16120,47.0,'2023-08-12 22:00:11.737788'
16133,49.0,'2023-08-12 16:30:11.737788'
16136,62.5,'2023-08-12 21:30:11.737788'
16143,47.5,'2023-08-12 18:00:11.737788'
16149,49.5,'2023-08-12 21:30:11.737788'
16152,67.0,'2023-08-12 13:30:11.737788'
16154,67.0,'2023-08-12 13:30:11.737788'
16157,60.0,'2023-08-12 14:30:11.737788'
16169,37.0,'2023-08-13 19:00:11.737788'
16173,37.5,'2023-08-13 14:30:11.737788'
16180,38.0,'2023-08-13 21:00:11.737788'
16183,54.0,'2023-08-13 15:00:11.737788'
16184,52.5,'2023-08-13 15:00:11.737788'
16186,34.5,'2023-08-13 14:00:11.737788'
16190,53.0,'2023-08-13 15:30:11.737788'
16191,45.5,'2023-08-13 16:00:11.737788'
16192,50.0,'2023-08-13 21:30:11.737788'
16211,37.0,'2023-08-13 13:00:11.737788'
16216,47.0,'2023-08-13 20:00:11.737788'
16223,47.0,'2023-08-14 20:00:11.737788'
16225,59.0,'2023-08-14 21:00:11.737788'
16235,62.0,'2023-08-14 17:00:11.737788'
16239,61.5,'2023-08-14 16:00:11.737788'
16251,42.5,'2023-08-14 16:00:11.737788'
16254,63.0,'2023-08-14 20:30:11.737788'
16257,48.0,'2023-08-14 20:30:11.737788'
16259,60.0,'2023-08-14 16:30:11.737788'
16263,45.0,'2023-08-14 19:30:11.737788'
16266,47.0,'2023-08-14 21:00:11.737788'
16271,64.5,'2023-08-14 16:00:11.737788'
16273,63.0,'2023-08-14 21:00:11.737788'
16279,57.0,'2023-08-14 21:30:11.737788'
16280,58.5,'2023-08-14 15:00:11.737788'
16286,67.0,'2023-08-14 19:30:11.737788'
16293,60.0,'2023-08-15 11:30:11.737788'
16317,56.0,'2023-08-15 18:00:11.737788'
16318,62.5,'2023-08-15 20:00:11.737788'
16325,53.0,'2023-08-15 11:30:11.737788'
16328,63.0,'2023-08-15 13:30:11.737788'
16329,61.5,'2023-08-15 13:30:11.737788'
16343,65.5,'2023-08-15 22:30:11.737788'
16346,57.5,'2023-08-15 22:00:11.737788'
16347,52.0,'2023-08-15 11:30:11.737788'
16357,32.5,'2023-08-16 12:00:11.737788'
16364,48.0,'2023-08-16 20:00:11.737788'
16367,55.0,'2023-08-16 20:00:11.737788'
16370,50.0,'2023-08-16 12:30:11.737788'
16374,52.0,'2023-08-16 14:30:11.737788'
16375,50.5,'2023-08-16 20:30:11.737788'
16399,50.5,'2023-08-16 18:30:11.737788'
16402,47.0,'2023-08-16 22:00:11.737788'
16406,45.0,'2023-08-16 22:30:11.737788'
16407,47.0,'2023-08-16 21:00:11.737788'
16409,48.0,'2023-08-16 12:00:11.737788'
16424,50.5,'2023-08-17 16:30:11.737788'
16435,51.5,'2023-08-17 17:30:11.737788'
16443,47.0,'2023-08-17 22:00:11.737788'
16456,60.5,'2023-08-17 11:30:11.737788'
16458,55.0,'2023-08-17 14:30:11.737788'
16461,54.0,'2023-08-17 14:00:11.737788'
16475,50.0,'2023-08-18 16:30:11.737788'
16476,45.5,'2023-08-18 14:00:11.737788'
16478,47.5,'2023-08-18 19:30:11.737788'
16480,50.0,'2023-08-18 14:00:11.737788'
16481,34.0,'2023-08-18 19:00:11.737788'
16485,49.5,'2023-08-18 17:30:11.737788'
16486,50.0,'2023-08-18 19:00:11.737788'
16498,50.5,'2023-08-18 16:00:11.737788'
16502,39.5,'2023-08-18 14:30:11.737788'
16512,49.0,'2023-08-18 17:30:11.737788'
16513,41.0,'2023-08-18 13:00:11.737788'
16516,50.0,'2023-08-18 16:00:11.737788'
16521,35.0,'2023-08-18 15:30:11.737788'
16527,51.5,'2023-08-18 12:00:11.737788'
16536,60.5,'2023-08-19 13:00:11.737788'
16538,50.0,'2023-08-19 18:00:11.737788'
16546,72.5,'2023-08-19 13:30:11.737788'
16547,63.5,'2023-08-19 14:30:11.737788'
16558,65.0,'2023-08-19 20:00:11.737788'
16560,69.0,'2023-08-19 18:00:11.737788'
16562,49.5,'2023-08-19 19:30:11.737788'
16566,61.5,'2023-08-19 20:30:11.737788'
16568,51.0,'2023-08-19 15:30:11.737788'
16576,65.0,'2023-08-19 15:00:11.737788'
16577,60.5,'2023-08-19 19:30:11.737788'
16588,62.0,'2023-08-19 15:00:11.737788'
16594,68.5,'2023-08-19 15:00:11.737788'
16597,52.5,'2023-08-19 15:30:11.737788'
16598,59.0,'2023-08-19 17:00:11.737788'
16605,63.0,'2023-08-20 19:00:11.737788'
16607,61.5,'2023-08-20 21:30:11.737788'
16624,59.5,'2023-08-20 22:30:11.737788'
16640,52.0,'2023-08-20 14:00:11.737788'
16650,67.0,'2023-08-20 16:00:11.737788'
16651,60.5,'2023-08-20 22:00:11.737788'
16661,63.0,'2023-08-21 19:30:11.737788'
16677,57.0,'2023-08-21 19:30:11.737788'
16678,53.5,'2023-08-21 20:30:11.737788'
16680,48.0,'2023-08-21 17:00:11.737788'
16682,50.0,'2023-08-21 21:30:11.737788'
16686,60.5,'2023-08-21 20:00:11.737788'
16690,50.0,'2023-08-21 21:00:11.737788'
16697,55.0,'2023-08-21 13:00:11.737788'
16702,52.5,'2023-08-21 18:00:11.737788'
16705,55.5,'2023-08-21 18:30:11.737788'
16706,60.5,'2023-08-21 20:00:11.737788'
16707,49.5,'2023-08-21 20:00:11.737788'
16708,51.0,'2023-08-21 20:30:11.737788'
16717,49.5,'2023-08-21 22:30:11.737788'
16721,49.0,'2023-08-22 19:30:11.737788'
16722,52.5,'2023-08-22 17:00:11.737788'
16725,49.5,'2023-08-22 12:00:11.753422'
16727,63.5,'2023-08-22 21:00:11.753422'
16730,52.0,'2023-08-22 22:30:11.753422'
16734,67.0,'2023-08-22 21:30:11.753422'
16739,62.5,'2023-08-22 15:30:11.753422'
16743,59.5,'2023-08-22 12:30:11.753422'
16750,50.0,'2023-08-22 22:30:11.753422'
16757,49.5,'2023-08-22 13:30:11.753422'
16762,59.5,'2023-08-22 12:30:11.753422'
16765,51.5,'2023-08-22 13:00:11.753422'
16776,47.5,'2023-08-22 22:00:11.753422'
16780,60.5,'2023-08-22 18:30:11.753422'
16781,57.5,'2023-08-22 21:30:11.753422'
16784,34.0,'2023-08-23 20:30:11.753422'
16794,35.5,'2023-08-23 17:30:11.753422'
16803,45.0,'2023-08-23 11:30:11.753422'
16804,38.5,'2023-08-23 18:00:11.753422'
16807,52.0,'2023-08-23 21:30:11.753422'
16809,40.5,'2023-08-23 21:00:11.753422'
16812,35.0,'2023-08-23 12:00:11.753422'
16816,53.5,'2023-08-23 21:00:11.753422'
16823,38.0,'2023-08-23 13:30:11.753422'
16828,38.0,'2023-08-23 20:30:11.753422'
16834,40.0,'2023-08-23 19:30:11.753422'
16839,37.5,'2023-08-23 12:00:11.753422'
16840,47.5,'2023-08-23 12:30:11.753422'
16854,51.0,'2023-08-24 14:30:11.753422'
16870,42.0,'2023-08-24 15:00:11.753422'
16871,40.0,'2023-08-24 17:30:11.753422'
16876,52.0,'2023-08-24 22:30:11.753422'
16888,37.5,'2023-08-24 14:00:11.753422'
16890,37.0,'2023-08-24 18:30:11.753422'
16893,49.5,'2023-08-24 15:00:11.753422'
16905,45.0,'2023-08-24 19:00:11.753422'
16914,37.0,'2023-08-24 20:30:11.753422'
16924,49.5,'2023-08-25 16:30:11.753422'
16940,45.0,'2023-08-25 12:30:11.753422'
16942,34.5,'2023-08-25 19:30:11.753422'
16945,44.5,'2023-08-25 13:00:11.753422'
16947,52.5,'2023-08-25 12:00:11.753422'
16962,53.0,'2023-08-25 12:00:11.753422'
16964,39.0,'2023-08-25 15:30:11.753422'
16969,51.0,'2023-08-25 18:00:11.753422'
16970,36.0,'2023-08-25 18:00:11.753422'
16982,71.0,'2023-08-26 17:00:11.753422'
16983,48.0,'2023-08-26 15:30:11.753422'
16988,46.0,'2023-08-26 14:00:11.753422'
16990,49.5,'2023-08-26 15:30:11.753422'
16992,51.5,'2023-08-26 17:00:11.753422'
16995,50.0,'2023-08-26 14:30:11.753422'
16999,50.0,'2023-08-26 13:30:11.753422'
17001,62.0,'2023-08-26 19:00:11.753422'
17005,62.0,'2023-08-26 20:30:11.753422'
17006,65.0,'2023-08-26 11:00:11.753422'
17024,64.5,'2023-08-26 17:30:11.753422'
17026,48.0,'2023-08-26 16:30:11.753422'
17030,65.0,'2023-08-26 16:00:11.753422'
17037,45.5,'2023-08-27 19:30:11.753422'
17039,49.5,'2023-08-27 21:30:11.753422'
17040,38.5,'2023-08-27 11:00:11.753422'
17054,44.5,'2023-08-27 15:00:11.753422'
17058,50.5,'2023-08-27 20:00:11.753422'
17066,52.5,'2023-08-27 20:30:11.753422'
17071,50.5,'2023-08-27 20:00:11.753422'
17089,40.0,'2023-08-27 19:30:11.753422'
17100,35.5,'2023-08-28 20:00:11.753422'
17115,42.0,'2023-08-28 20:30:11.753422'
17117,34.5,'2023-08-28 22:00:11.753422'
17122,47.5,'2023-08-28 15:00:11.753422'
17123,48.0,'2023-08-28 11:30:11.753422'
17124,37.0,'2023-08-28 21:30:11.753422'
17129,52.5,'2023-08-28 20:30:11.753422'
17132,37.5,'2023-08-28 20:00:11.753422'
17137,40.0,'2023-08-28 11:00:11.753422'
17147,35.0,'2023-08-28 14:00:11.753422'
17149,47.0,'2023-08-28 21:30:11.753422'
17152,35.5,'2023-08-29 11:30:11.753422'
17156,51.0,'2023-08-29 22:30:11.753422'
17158,38.0,'2023-08-29 21:00:11.753422'
17162,40.0,'2023-08-29 18:30:11.753422'
17165,34.5,'2023-08-29 12:30:11.753422'
17172,44.5,'2023-08-29 22:00:11.753422'
17174,47.5,'2023-08-29 18:00:11.753422'
17177,47.0,'2023-08-29 21:00:11.753422'
17180,49.5,'2023-08-29 12:30:11.753422'
17184,50.5,'2023-08-29 13:30:11.753422'
17185,57.0,'2023-08-29 17:00:11.753422'
17186,52.0,'2023-08-29 15:30:11.753422'
17190,49.5,'2023-08-29 18:30:11.753422'
17193,40.0,'2023-08-29 22:30:11.753422'
17198,51.5,'2023-08-29 13:00:11.753422'
17201,50.0,'2023-08-29 22:00:11.753422'
17214,52.5,'2023-08-29 16:00:11.753422'
17220,47.5,'2023-08-30 20:00:11.753422'
17226,49.0,'2023-08-30 19:30:11.753422'
17228,49.5,'2023-08-30 17:30:11.753422'
17229,57.5,'2023-08-30 14:00:11.753422'
17241,53.5,'2023-08-30 19:30:11.753422'
17246,49.5,'2023-08-30 11:30:11.753422'
17252,63.0,'2023-08-30 21:30:11.753422'
17253,67.5,'2023-08-30 14:30:11.753422'
17257,50.5,'2023-08-30 21:30:11.753422'
17264,63.5,'2023-08-30 15:00:11.753422'
17268,62.5,'2023-08-30 20:00:11.753422'
17282,50.5,'2023-08-30 19:30:11.753422'
17290,62.5,'2023-08-31 13:00:11.753422'
17308,67.0,'2023-08-31 22:30:11.753422'
17314,53.5,'2023-08-31 18:00:11.753422'
17315,49.0,'2023-08-31 22:00:11.753422'
17316,53.5,'2023-08-31 14:00:11.753422'
17322,48.0,'2023-08-31 15:00:11.753422'
17325,58.0,'2023-08-31 22:30:11.753422'
17328,45.0,'2023-08-31 14:00:11.753422'
17334,50.0,'2023-08-31 13:00:11.753422'
17346,59.5,'2023-08-31 21:30:11.753422'
17354,46.0,'2023-09-01 13:30:11.753422'
17357,30.0,'2023-09-01 15:30:11.753422'
17372,52.5,'2023-09-01 14:30:11.753422'
17384,50.0,'2023-09-01 14:30:11.753422'
17389,40.0,'2023-09-01 17:30:11.753422'
17392,48.0,'2023-09-01 20:30:11.753422'
17398,35.0,'2023-09-01 19:30:11.753422'
17407,53.0,'2023-09-01 19:30:11.753422'
17427,56.0,'2023-09-02 15:00:11.753422'
17430,34.5,'2023-09-02 15:30:11.769034'
17432,45.5,'2023-09-02 13:00:11.769034'
17440,37.0,'2023-09-02 20:30:11.769034'
17446,42.5,'2023-09-02 13:00:11.769034'
17450,52.5,'2023-09-02 13:00:11.769034'
17452,37.5,'2023-09-02 18:30:11.769034'
17454,40.5,'2023-09-02 14:30:11.769034'
17460,40.0,'2023-09-02 16:30:11.769034'
17469,40.0,'2023-09-02 15:30:11.769034'
17470,42.0,'2023-09-02 13:00:11.769034'
17477,34.5,'2023-09-02 13:00:11.769034'
17479,53.0,'2023-09-02 14:00:11.769034'
17484,55.0,'2023-09-03 14:00:11.769034'
17485,47.5,'2023-09-03 18:00:11.769034'
17488,65.0,'2023-09-03 14:30:11.769034'
17498,62.0,'2023-09-03 15:30:11.769034'
17500,50.0,'2023-09-03 19:30:11.769034'
17504,52.0,'2023-09-03 17:30:11.769034'
17506,69.0,'2023-09-03 19:00:11.769034'
17509,54.5,'2023-09-03 18:00:11.769034'
17510,55.5,'2023-09-03 20:00:11.769034'
17512,64.5,'2023-09-03 14:00:11.769034'
17515,65.0,'2023-09-03 15:00:11.769034'
17518,67.0,'2023-09-03 19:00:11.769034'
17520,53.0,'2023-09-03 15:00:11.769034'
17521,63.5,'2023-09-03 16:00:11.769034'
17529,47.0,'2023-09-03 16:00:11.769034'
17548,69.0,'2023-09-04 14:00:11.769034'
17551,58.0,'2023-09-04 20:00:11.769034'
17554,49.5,'2023-09-04 20:00:11.769034'
17559,63.5,'2023-09-04 15:30:11.769034'
17560,65.0,'2023-09-04 19:00:11.769034'
17568,48.0,'2023-09-04 19:00:11.769034'
17575,50.5,'2023-09-04 21:00:11.769034'
17580,61.0,'2023-09-04 21:00:11.769034'
17581,61.0,'2023-09-04 19:00:11.769034'
17586,44.5,'2023-09-04 22:00:11.769034'
17588,52.5,'2023-09-04 16:30:11.769034'
17590,60.5,'2023-09-04 20:00:11.769034'
17595,49.5,'2023-09-04 21:00:11.769034'
17597,59.5,'2023-09-04 19:00:11.769034'
17598,50.0,'2023-09-04 18:30:11.769034'
17599,60.5,'2023-09-04 12:30:11.769034'
17600,65.0,'2023-09-04 21:30:11.769034'
17601,48.0,'2023-09-04 18:00:11.769034'
17603,47.5,'2023-09-05 22:30:11.769034'
17609,65.5,'2023-09-05 13:30:11.769034'
17630,48.5,'2023-09-05 14:30:11.769034'
17635,59.5,'2023-09-05 16:00:11.769034'
17639,52.5,'2023-09-05 11:00:11.769034'
17647,47.5,'2023-09-05 22:00:11.769034'
17652,67.0,'2023-09-05 17:00:11.769034'
17656,64.0,'2023-09-05 12:30:11.769034'
17659,49.5,'2023-09-06 20:00:11.769034'
17661,35.5,'2023-09-06 14:00:11.769034'
17665,42.5,'2023-09-06 15:00:11.769034'
17667,37.0,'2023-09-06 17:00:11.769034'
17668,40.5,'2023-09-06 11:00:11.769034'
17674,53.0,'2023-09-06 16:00:11.769034'
17677,53.0,'2023-09-06 18:00:11.769034'
17682,48.5,'2023-09-06 17:00:11.769034'
17694,35.0,'2023-09-06 12:30:11.769034'
17703,40.5,'2023-09-06 18:00:11.769034'
17705,37.5,'2023-09-06 18:30:11.769034'
17712,38.0,'2023-09-06 21:00:11.769034'
17740,50.5,'2023-09-07 21:30:11.769034'
17743,57.5,'2023-09-07 20:00:11.769034'
17746,45.0,'2023-09-07 19:00:11.769034'
17750,57.0,'2023-09-07 21:00:11.769034'
17769,56.5,'2023-09-07 14:00:11.769034'
17772,62.5,'2023-09-07 15:30:11.769034'
17773,51.0,'2023-09-07 22:00:11.769034'
17777,49.5,'2023-09-07 17:00:11.769034'
17778,52.5,'2023-09-07 19:00:11.769034'
17779,50.0,'2023-09-07 19:00:11.769034'
17781,52.5,'2023-09-07 21:00:11.769034'
17797,65.0,'2023-09-08 13:30:11.769034'
17804,44.5,'2023-09-08 15:30:11.769034'
17810,62.5,'2023-09-08 20:30:11.769034'
17811,55.5,'2023-09-08 13:30:11.769034'
17818,48.0,'2023-09-08 19:30:11.769034'
17821,61.5,'2023-09-08 14:30:11.769034'
17823,50.0,'2023-09-08 18:00:11.769034'
17844,58.0,'2023-09-09 16:00:11.769034'
17850,52.0,'2023-09-09 19:30:11.769034'
17858,62.5,'2023-09-09 18:30:11.769034'
17877,62.5,'2023-09-09 13:00:11.769034'
17882,52.5,'2023-09-09 18:30:11.769034'
17889,50.0,'2023-09-09 14:30:11.769034'
17892,52.0,'2023-09-09 15:00:11.769034'
17901,40.0,'2023-09-10 21:00:11.769034'
17911,52.0,'2023-09-10 19:30:11.769034'
17913,55.5,'2023-09-10 15:30:11.769034'
17930,39.0,'2023-09-10 18:00:11.769034'
17934,55.0,'2023-09-10 15:00:11.769034'
17952,36.0,'2023-09-10 13:30:11.769034'
17954,58.0,'2023-09-10 16:00:11.769034'
17966,40.0,'2023-09-10 17:00:11.769034'
17967,32.5,'2023-09-10 16:00:11.769034'
17970,52.0,'2023-09-11 14:30:11.769034'
17971,45.5,'2023-09-11 19:00:11.769034'
17976,35.5,'2023-09-11 21:00:11.769034'
17979,49.5,'2023-09-11 20:00:11.769034'
17988,37.0,'2023-09-11 16:30:11.769034'
17993,36.5,'2023-09-11 20:00:11.769034'
17998,42.5,'2023-09-11 17:00:11.769034'
18008,55.0,'2023-09-11 17:30:11.778084'
18013,53.5,'2023-09-11 19:00:11.778084'
18017,50.0,'2023-09-11 15:30:11.778084'
18023,37.0,'2023-09-11 21:30:11.778084'
18032,43.0,'2023-09-11 18:00:11.778084'
18037,60.0,'2023-09-12 17:00:11.778084'
18040,68.0,'2023-09-12 17:30:11.778084'
18044,57.0,'2023-09-12 12:30:11.778084'
18048,52.5,'2023-09-12 14:30:11.778084'
18051,49.5,'2023-09-12 13:30:11.778084'
18052,51.0,'2023-09-12 20:30:11.778084'
18055,51.5,'2023-09-12 11:00:11.778084'
18058,49.5,'2023-09-12 19:00:11.778084'
18061,53.0,'2023-09-12 17:00:11.778084'
18065,67.0,'2023-09-12 16:30:11.778084'
18071,61.5,'2023-09-12 11:30:11.778084'
18073,53.0,'2023-09-12 12:00:11.778084'
18078,52.0,'2023-09-12 12:00:11.778084'
18083,46.5,'2023-09-12 13:30:11.778084'
18103,45.5,'2023-09-13 17:30:11.778084'
18105,51.0,'2023-09-13 18:30:11.778084'
18106,46.0,'2023-09-13 12:00:11.778084'
18111,51.5,'2023-09-13 13:30:11.778084'
18116,53.0,'2023-09-13 11:30:11.778084'
18118,50.0,'2023-09-13 18:30:11.778084'
18123,36.5,'2023-09-13 16:00:11.778084'
18130,37.5,'2023-09-13 13:00:11.778084'
18132,38.0,'2023-09-13 12:30:11.778084'
18133,47.0,'2023-09-13 22:30:11.778084'
18147,38.0,'2023-09-13 13:30:11.778084'
18149,34.0,'2023-09-13 20:00:11.778084'
18150,37.5,'2023-09-13 11:30:11.778084'
18159,47.5,'2023-09-14 19:30:11.778084'
18169,62.5,'2023-09-14 17:00:11.778084'
18178,65.0,'2023-09-14 19:30:11.778084'
18179,47.5,'2023-09-14 14:00:11.778084'
18182,65.0,'2023-09-14 16:00:11.778084'
18187,53.0,'2023-09-14 17:30:11.778084'
18189,52.0,'2023-09-14 21:30:11.778084'
18194,56.5,'2023-09-14 13:00:11.778084'
18207,55.0,'2023-09-14 16:30:11.778084'
18210,48.0,'2023-09-14 18:00:11.778084'
18215,36.0,'2023-09-15 19:30:11.778084'
18220,39.5,'2023-09-15 15:30:11.778084'
18221,38.0,'2023-09-15 15:00:11.778084'
18224,34.0,'2023-09-15 14:30:11.778084'
18234,48.0,'2023-09-15 13:30:11.778084'
18254,50.0,'2023-09-15 14:00:11.778084'
18263,40.0,'2023-09-15 14:30:11.778084'
18278,39.5,'2023-09-15 14:00:11.778084'
18281,45.0,'2023-09-16 22:30:11.778084'
18298,38.0,'2023-09-16 13:30:11.778084'
18300,45.0,'2023-09-16 15:30:11.778084'
18309,38.5,'2023-09-16 21:30:11.778084'
18313,46.5,'2023-09-16 22:00:11.778084'
18333,50.5,'2023-09-16 19:00:11.778084'
18334,35.5,'2023-09-16 11:00:11.778084'
18339,40.0,'2023-09-16 21:30:11.778084'
18343,51.0,'2023-09-16 19:00:11.778084'
18352,57.5,'2023-09-17 20:00:11.778084'
18356,50.0,'2023-09-17 16:00:11.778084'
18357,45.0,'2023-09-17 14:30:11.778084'
18359,68.0,'2023-09-17 15:30:11.778084'
18382,54.0,'2023-09-17 20:00:11.778084'
18385,62.0,'2023-09-17 15:00:11.778084'
18411,65.0,'2023-09-17 16:00:11.778084'
18415,49.5,'2023-09-18 21:30:11.778084'
18418,51.5,'2023-09-18 21:00:11.778084'
18420,53.5,'2023-09-18 16:30:11.778084'
18424,37.0,'2023-09-18 20:30:11.778084'
18431,55.0,'2023-09-18 19:30:11.778084'
18436,36.0,'2023-09-18 21:30:11.778084'
18445,32.5,'2023-09-18 20:00:11.778084'
18457,32.5,'2023-09-18 15:30:11.778084'
18470,32.5,'2023-09-18 12:00:11.778084'
18474,45.0,'2023-09-19 12:30:11.778084'
18475,48.0,'2023-09-19 18:00:11.778084'
18476,62.5,'2023-09-19 19:30:11.778084'
18477,59.0,'2023-09-19 15:30:11.778084'
18488,67.0,'2023-09-19 22:00:11.778084'
18489,68.0,'2023-09-19 20:30:11.778084'
18494,60.0,'2023-09-19 18:30:11.785092'
18501,55.5,'2023-09-19 15:30:11.785092'
18502,60.0,'2023-09-19 19:00:11.785092'
18504,46.5,'2023-09-19 11:30:11.785092'
18505,55.0,'2023-09-19 13:00:11.785092'
18522,47.0,'2023-09-19 21:00:11.785092'
18523,60.0,'2023-09-19 21:30:11.785092'
18528,51.0,'2023-09-20 11:30:11.785092'
18537,47.0,'2023-09-20 16:00:11.785092'
18540,34.5,'2023-09-20 16:00:11.785092'
18541,35.5,'2023-09-20 20:00:11.785092'
18545,50.0,'2023-09-20 18:00:11.785092'
18547,45.5,'2023-09-20 20:30:11.785092'
18556,47.5,'2023-09-20 20:00:11.785092'
18560,42.5,'2023-09-20 21:30:11.785092'
18561,39.5,'2023-09-20 19:00:11.785092'
18565,32.0,'2023-09-20 13:00:11.785092'
18569,50.5,'2023-09-20 16:30:11.785092'
18579,52.0,'2023-09-20 20:00:11.785092'
18581,48.0,'2023-09-21 13:00:11.785092'
18586,67.5,'2023-09-21 19:30:11.785092'
18588,58.5,'2023-09-21 17:00:11.785092'
18600,45.0,'2023-09-21 11:30:11.785092'
18603,49.5,'2023-09-21 16:30:11.785092'
18605,55.5,'2023-09-21 19:00:11.785092'
18608,60.0,'2023-09-21 12:30:11.785092'
18611,67.5,'2023-09-21 16:00:11.785092'
18617,63.0,'2023-09-21 13:30:11.785092'
18622,62.0,'2023-09-21 18:30:11.785092'
18647,44.5,'2023-09-22 16:30:11.785092'
18657,53.0,'2023-09-22 16:00:11.785092'
18658,51.0,'2023-09-22 20:30:11.785092'
18661,37.0,'2023-09-22 16:00:11.785092'
18676,44.0,'2023-09-22 15:30:11.785092'
18686,38.0,'2023-09-22 17:30:11.785092'
18692,46.0,'2023-09-22 16:30:11.785092'
18704,48.5,'2023-09-23 16:00:11.785092'
18722,52.0,'2023-09-23 18:30:11.785092'
18726,37.5,'2023-09-23 16:00:11.785092'
18729,40.0,'2023-09-23 16:30:11.785092'
18730,48.5,'2023-09-23 14:30:11.785092'
18731,52.5,'2023-09-23 17:30:11.785092'
18736,38.0,'2023-09-23 17:00:11.785092'
18739,50.0,'2023-09-23 18:30:11.785092'
18740,49.0,'2023-09-23 21:30:11.785092'
18744,49.5,'2023-09-23 20:30:11.785092'
18745,50.5,'2023-09-23 19:00:11.785092'
18747,47.5,'2023-09-23 21:30:11.785092'
18750,50.5,'2023-09-23 21:00:11.785092'
18756,52.5,'2023-09-23 18:30:11.785092'
18765,47.5,'2023-09-23 17:00:11.785092'
18773,36.5,'2023-09-24 18:30:11.785092'
18787,35.5,'2023-09-24 15:30:11.785092'
18822,37.0,'2023-09-24 13:00:11.785092'
18831,52.5,'2023-09-25 21:00:11.785092'
18834,62.5,'2023-09-25 20:00:11.785092'
18838,63.0,'2023-09-25 13:30:11.785092'
18847,63.5,'2023-09-25 17:30:11.785092'
18852,61.0,'2023-09-25 20:30:11.785092'
18876,63.0,'2023-09-25 15:00:11.785092'
